label,message,result,num,char_count,word_count,unique_word_count,punct_count,uppercase_ratio,outlier_char_count_iqr_global,outlier_char_count_zscore_global,outlier_word_count_iqr_global,outlier_word_count_zscore_global,outlier_punct_count_iqr_global,outlier_punct_count_zscore_global,outlier_uppercase_ratio_iqr_global,outlier_uppercase_ratio_zscore_global,outlier_char_count_iqr_by_group,outlier_word_count_iqr_by_group,outlier_punct_count_iqr_by_group,outlier_uppercase_ratio_iqr_by_group,outlier_char_count_iqr_humor,outlier_word_count_iqr_humor,outlier_punct_count_iqr_humor,outlier_uppercase_ratio_iqr_humor
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",dumor,0,56,11,11,6,0.30357142857142855,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",dumor,0,66,12,12,3,0.015151515151515152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,soon you will have the real thing princess! Do i make you wet? :),dumor,0,65,14,13,4,0.015384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,dumor,0,93,17,17,6,0.06451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",dumor,0,132,29,26,3,0.015151515151515152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",humor,1,159,26,26,9,0.1509433962264151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,dumor,0,112,21,20,2,0.017857142857142856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",humor,1,161,23,23,15,0.16770186335403728,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
ham,"Hmm well, night night ",dumor,0,22,4,3,1,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Just wanted to say holy shit you guys weren't kidding about this bud,dumor,0,68,13,13,1,0.014705882352941176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",dumor,0,119,27,25,3,0.01680672268907563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"This is one of the days you have a billion classes, right?",dumor,0,58,12,12,2,0.017241379310344827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",dumor,0,60,11,11,3,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok then i'll let him noe later n ask him call u tmr...,dumor,0,54,13,12,4,0.018518518518518517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Prabha..i'm soryda..realy..frm heart i'm sory,dumor,0,45,5,5,8,0.022222222222222223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,dumor,0,66,15,15,5,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,* Will have two more cartons off u and is very pleased with shelves,dumor,0,67,14,14,1,0.014925373134328358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,dumor,0,77,17,16,6,0.012987012987012988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,humor,1,156,26,25,4,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,dumor,0,76,14,13,6,0.02631578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I notice you like looking in the shit mirror youre turning into a right freak,dumor,0,77,15,15,0,0.012987012987012988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,dumor,0,175,34,31,5,0.02857142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",dumor,0,157,25,24,5,0.025477707006369428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",dumor,0,77,15,15,11,0.05194805194805195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,dumor,0,102,20,20,3,0.029411764705882353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,If you have belive me. Come to my home.,dumor,0,39,9,9,2,0.05128205128205128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Oh k.k..where did you take test?,dumor,0,32,6,6,4,0.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Those were my exact intentions,dumor,0,30,5,5,0,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,dumor,0,108,20,18,6,0.018518518518518517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",dumor,0,141,30,24,11,0.02127659574468085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",dumor,0,130,28,25,8,0.015384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Nothing just getting msgs by dis name wit different no's..,dumor,0,58,10,10,3,0.017241379310344827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Good Morning plz call me sir,dumor,0,28,6,6,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,What's your room number again? Wanna make sure I'm knocking on the right door,dumor,0,77,14,14,3,0.03896103896103896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,dumor,0,136,15,15,9,0.029411764705882353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,dumor,0,88,17,17,2,0.022727272727272728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",dumor,0,127,25,23,4,0.015748031496062992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,dumor,0,110,23,20,2,0.02727272727272727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Every day i use to sleep after  &lt;#&gt;  so only.,dumor,0,51,10,10,6,0.0196078431372549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,K I'll call you when I'm close,dumor,0,30,7,7,2,0.1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,U buy newspapers already?,dumor,0,25,4,4,1,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,dumor,0,96,20,19,8,0.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,dumor,0,64,13,12,4,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,No management puzzeles.,dumor,0,23,3,3,1,0.043478260869565216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,How did you find out in a way that didn't include all of these details,dumor,0,70,15,15,1,0.014285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",dumor,0,181,31,30,9,0.022099447513812154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,dumor,0,160,29,28,4,0.175,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,will you like to be spoiled? :),dumor,0,31,7,7,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",dumor,0,157,25,24,5,0.025477707006369428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,dumor,0,113,19,19,2,0.02654867256637168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,dumor,0,110,23,22,6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Den wat will e schedule b lk on sun?,dumor,0,36,9,9,1,0.027777777777777776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Lol enjoy role playing much?,dumor,0,28,5,5,1,0.03571428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok. Me watching tv too.,dumor,0,23,5,5,2,0.08695652173913043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I just lov this line: \Hurt me with the truth,dumor,0,45,10,10,2,0.044444444444444446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Just checked out, heading out to drop off my stuff now",dumor,0,54,11,11,1,0.018518518518518517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Here got lots of hair dresser fr china.,dumor,0,39,8,8,1,0.02564102564102564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,dumor,0,154,35,31,8,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ill call you evening ill some ideas.,dumor,0,36,7,7,1,0.027777777777777776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,dumor,0,155,28,27,4,0.06451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Did you show him and wot did he say or could u not c him 4 dust?,dumor,0,64,17,16,1,0.015625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,It should take about  &lt;#&gt;  min,dumor,0,36,6,6,5,0.027777777777777776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,dumor,0,160,33,32,3,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,dumor,0,71,18,13,4,0.028169014084507043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I cant pick the phone right now. Pls send a message,dumor,0,51,11,11,1,0.0392156862745098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,dumor,0,122,20,20,7,0.12295081967213115,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,Finish liao... U?,dumor,0,17,3,3,4,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
spam,88066 FROM 88066 LOST 3POUND HELP,dumor,0,33,6,5,0,0.5151515151515151,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
ham,Haha i think i did too,dumor,0,22,6,5,0,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,U know we watchin at lido?,dumor,0,26,6,6,1,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,dumor,0,144,26,23,2,0.006944444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",dumor,0,63,12,12,5,0.047619047619047616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Cold. Dont be sad dear,dumor,0,22,5,5,1,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,dumor,0,89,20,20,2,0.033707865168539325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Is that on the telly? No its Brdget Jones!,dumor,0,42,9,9,2,0.09523809523809523,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,Love you aathi..love u lot..,dumor,0,28,5,5,4,0.03571428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,dumor,0,135,26,26,8,0.05185185185185185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,dumor,0,78,10,10,15,0.05128205128205128,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
ham,"Sorry, I'll call later in meeting",dumor,0,33,6,6,2,0.06060606060606061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,R Ì_ comin back for dinner?,dumor,0,27,6,6,1,0.07407407407407407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"I hav almost reached. Call, i m unable to connect u.",dumor,0,52,11,11,3,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Whom you waited for yesterday,dumor,0,29,5,5,0,0.034482758620689655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I reach home safe n sound liao...,dumor,0,33,7,7,3,0.030303030303030304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Velly good, yes please!",dumor,0,23,4,4,2,0.043478260869565216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",dumor,0,85,18,18,2,0.023529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,dumor,0,101,23,21,2,0.0297029702970297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,dumor,0,110,25,24,2,0.02727272727272727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Dont you have message offer,dumor,0,27,5,5,0,0.037037037037037035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,dumor,0,159,26,26,3,0.07547169811320754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",dumor,0,58,14,13,3,0.6896551724137931,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
ham,Remind me how to get there and I shall do so,dumor,0,44,11,11,0,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,:-( that's not v romantic!,dumor,0,26,5,5,5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,dumor,0,91,17,16,3,0.03296703296703297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,You have 1 new message. Please call 08718738034.,dumor,0,48,8,8,2,0.041666666666666664,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,dumor,0,125,30,26,2,0.752,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,dumor,0,183,30,27,6,0.0546448087431694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Draw va?i dont think so:),dumor,0,25,5,5,3,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Dont pick up d call when something important is There to tell. Hrishi,dumor,0,69,13,13,1,0.043478260869565216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",dumor,0,160,27,27,12,0.075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,dumor,0,72,15,15,3,0.05555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"&lt;#&gt; , that's all? Guess that's easy enough",dumor,0,48,8,7,9,0.020833333333333332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,We can make a baby in yo tho,dumor,0,28,8,8,0,0.03571428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,dumor,0,66,13,13,6,0.030303030303030304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,dumor,0,127,29,26,2,0.2047244094488189,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Still in the area of the restaurant. Ill try to come back soon,dumor,0,62,13,12,1,0.03225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Aight that'll work, thanks",dumor,0,26,4,4,2,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,dumor,0,147,26,24,8,0.09523809523809523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,dumor,0,162,30,30,6,0.09876543209876543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",dumor,0,78,14,13,3,0.02564102564102564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,humor,1,151,28,26,7,0.11920529801324503,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",humor,1,158,26,26,10,0.08227848101265822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",dumor,0,114,15,15,9,0.08771929824561403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,So what do you guys do.,dumor,0,23,6,6,1,0.043478260869565216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Also that chat was awesome but don't make it regular unless you can see her in person,dumor,0,85,17,17,1,0.011764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,That's significant but dont worry.,dumor,0,34,5,5,2,0.029411764705882353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,That's cause your old. I live to be high.,dumor,0,41,9,9,3,0.04878048780487805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",dumor,0,134,26,21,11,0.022388059701492536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,On the way to office da..,dumor,0,25,6,6,2,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,In which place do you want da.,dumor,0,30,7,7,1,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,This pain couldn't have come at a worse time.,dumor,0,45,9,9,2,0.022222222222222223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok...,dumor,0,5,1,1,3,0.2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Should I be stalking u?,dumor,0,23,5,5,1,0.08695652173913043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,dumor,0,93,18,18,5,0.06451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok lor.,dumor,0,7,2,2,1,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Apps class varaya elaya.,dumor,0,24,4,4,1,0.041666666666666664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,dumor,0,129,25,19,11,0.07751937984496124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",humor,1,167,27,27,23,0.1317365269461078,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False
ham,That day you asked about anand number. Why:-),dumor,0,45,8,8,4,0.044444444444444446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Am surfing online store. For offers do you want to buy any thing.,dumor,0,65,13,13,2,0.03076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Long beach lor. Expected... U having dinner now?,dumor,0,48,8,8,5,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,At home by the way,dumor,0,18,5,5,0,0.05555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,We are both fine. Thanks,dumor,0,24,5,5,1,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,What happen to her tell the truth,dumor,0,33,7,7,0,0.030303030303030304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Do you like Italian food?,dumor,0,25,5,5,1,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Which is weird because I know I had it at one point,dumor,0,51,12,11,0,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",dumor,0,96,15,15,6,0.07291666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,dumor,0,69,13,13,5,0.07246376811594203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Alright, see you in a bit",dumor,0,25,6,6,1,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,dumor,0,108,20,19,2,0.037037037037037035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I will take care of financial problem.i will help:),dumor,0,51,9,8,3,0.0196078431372549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Tell dear what happen to you. Why you talking to me like an alian,dumor,0,65,14,13,1,0.03076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,dumor,0,160,24,23,6,0.1375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",dumor,0,141,24,24,18,0.05673758865248227,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
ham,Okie...,dumor,0,7,1,1,3,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,"Hi this is yijue, can i meet u at 11 tmr?",dumor,0,41,11,11,2,0.024390243902439025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,dumor,0,67,12,12,5,0.014925373134328358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,But i dint slept in afternoon.,dumor,0,30,6,6,1,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,That seems unnecessarily affectionate,dumor,0,37,4,4,0,0.02702702702702703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Yar else i'll thk of all sorts of funny things.,dumor,0,47,10,9,2,0.02127659574468085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,You will be in the place of that man,dumor,0,36,9,9,0,0.027777777777777776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",dumor,0,120,24,22,4,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Thats cool. How was your day?,dumor,0,29,6,6,2,0.06896551724137931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,dumor,0,82,13,13,1,0.06097560975609756,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
